nct_id,study_result
NCT03612804,fail
NCT03612960,success
NCT03613129,success
NCT03613649,unknown
NCT03614494,success
NCT03614663,success
NCT03614923,fail
NCT03614975,fail
NCT03615040,fail
NCT03615183,unknown
NCT03615326,success
NCT03615469,fail
NCT03615482,success
NCT03615534,success
NCT03615924,fail
NCT03616106,success
NCT03616912,success
NCT03616964,fail
NCT03616977,unknown
NCT03617289,fail
NCT03617835,unknown
NCT03617861,success
NCT03617926,success
NCT03618030,success
NCT03618823,fail
NCT03619213,success
NCT03619889,success
NCT03620162,success
NCT03620708,success
NCT03620981,success
NCT03621371,success
NCT03621761,fail
NCT03621943,fail
NCT03622112,success
NCT03622580,fail
NCT03622593,success
NCT03622619,success
NCT03623386,success
NCT03623698,success
NCT03624127,success
NCT03624504,success
NCT03625115,success
NCT03625466,unknown
NCT03625986,success
NCT03626363,fail
NCT03626415,unknown
NCT03626545,fail
NCT03627546,success
NCT03627767,success
NCT03628339,unknown
NCT03628417,fail
NCT03628703,fail
NCT03628781,fail
NCT03628885,success
NCT03628924,fail
NCT03628976,success
NCT03629028,success
NCT03629054,success
NCT03629223,unknown
NCT03629249,fail
NCT03630770,success
NCT03631550,success
NCT03631732,fail
NCT03631940,fail
NCT03632720,unknown
NCT03633396,fail
NCT03633617,success
NCT03633695,success
NCT03633825,success
NCT03633903,success
NCT03634033,fail
NCT03634839,fail
NCT03635086,success
NCT03635099,success
NCT03635112,fail
NCT03635320,unknown
NCT03635489,success
NCT03635567,success
NCT03635983,success
NCT03636269,success
NCT03636373,fail
NCT03637517,success
NCT03637660,success
NCT03638258,success
NCT03639675,success
NCT03640052,fail
NCT03640312,fail
NCT03640754,success
NCT03641547,unknown
NCT03641716,unknown
NCT03643744,success
NCT03643965,success
NCT03645057,fail
NCT03645096,fail
NCT03645421,success
NCT03645434,success
NCT03645954,success
NCT03646305,success
NCT03646643,success
NCT03647137,success
NCT03648840,fail
NCT03649217,success
NCT03649347,success
NCT03649477,success
NCT03649659,success
NCT03649711,success
NCT03649815,success
NCT03650387,success
NCT03650452,success
NCT03650803,success
NCT03651479,success
NCT03651622,success
NCT03652610,unknown
NCT03652688,success
NCT03652818,unknown
NCT03653026,success
NCT03653390,success
NCT03653507,success
NCT03654326,fail
NCT03654651,unknown
NCT03654729,fail
NCT03654885,fail
NCT03654898,fail
NCT03654976,fail
NCT03655028,fail
NCT03655132,success
NCT03655301,unknown
NCT03655405,fail
NCT03655470,fail
NCT03655717,fail
NCT03655951,fail
NCT03656380,fail
NCT03656744,success
NCT03657160,success
NCT03657264,unknown
NCT03657407,fail
NCT03657797,success
NCT03657810,success
NCT03658642,fail
NCT03658954,fail
NCT03658980,success
NCT03659136,fail
NCT03660189,fail
NCT03660241,unknown
NCT03660475,fail
NCT03660943,fail
NCT03661359,success
NCT03661528,success
NCT03661840,success
NCT03661996,unknown
NCT03662022,success
NCT03662074,unknown
NCT03662139,success
NCT03662308,success
NCT03662360,success
NCT03662997,success
NCT03663205,success
NCT03663283,success
NCT03664193,unknown
NCT03664674,fail
NCT03664726,success
NCT03665077,fail
NCT03665597,unknown
NCT03666026,unknown
NCT03667053,success
NCT03668613,unknown
NCT03668808,success
NCT03668873,success
NCT03669081,success
NCT03669588,success
NCT03670277,unknown
NCT03670602,success
NCT03670810,success
NCT03670953,success
NCT03671148,success
NCT03671213,unknown
NCT03672175,fail
NCT03672461,fail
NCT03673046,success
NCT03673501,fail
NCT03673670,fail
NCT03674281,success
NCT03674541,success
NCT03674970,fail
NCT03675282,fail
NCT03675308,success
NCT03675360,success
NCT03675451,unknown
NCT03675581,unknown
NCT03675737,success
NCT03676192,unknown
NCT03676465,success
NCT03676634,unknown
NCT03676725,success
NCT03676803,success
NCT03677128,success
NCT03677141,unknown
NCT03677245,success
NCT03677401,fail
NCT03677986,fail
NCT03678311,fail
NCT03678688,unknown
NCT03679741,unknown
NCT03681093,fail
NCT03681184,success
NCT03681769,fail
NCT03681990,fail
NCT03682536,success
NCT03682705,success
NCT03682770,success
NCT03682900,success
NCT03682965,success
NCT03683069,success
NCT03683394,success
NCT03683576,fail
NCT03683719,success
NCT03684044,fail
NCT03684265,unknown
NCT03684642,fail
NCT03685123,fail
NCT03685149,success
NCT03685643,success
NCT03686033,unknown
NCT03686150,success
NCT03686683,fail
NCT03686813,fail
NCT03687086,success
NCT03687372,success
NCT03687658,fail
NCT03687762,success
NCT03687827,success
NCT03687970,success
NCT03688074,success
NCT03688139,fail
NCT03688282,success
NCT03688542,success
NCT03688555,fail
NCT03688711,success
NCT03689244,fail
NCT03689374,success
NCT03689530,fail
NCT03689972,fail
NCT03690206,success
NCT03690388,success
NCT03691428,success
NCT03691571,success
NCT03691623,success
NCT03691831,success
NCT03691974,fail
NCT03692052,success
NCT03692078,success
NCT03692208,success
NCT03692871,success
NCT03693170,unknown
NCT03693300,unknown
NCT03693430,success
NCT03693742,success
NCT03693989,fail
NCT03694392,success
NCT03694418,success
NCT03694522,fail
NCT03694808,unknown
NCT03694925,unknown
NCT03695094,unknown
NCT03696758,success
NCT03696953,success
NCT03697252,success
NCT03697603,success
NCT03697720,success
NCT03697993,fail
NCT03698019,success
NCT03698591,success
NCT03698708,unknown
NCT03698773,fail
NCT03699007,success
NCT03699085,fail
NCT03699124,unknown
NCT03699748,success
NCT03700671,success
NCT03701399,success
NCT03701516,unknown
NCT03701763,success
NCT03702010,fail
NCT03702166,success
NCT03702244,success
NCT03702621,fail
NCT03702816,success
NCT03703102,success
NCT03703232,success
NCT03703258,success
NCT03703336,unknown
NCT03703375,fail
NCT03703700,success
NCT03703817,success
NCT03704051,fail
NCT03704064,fail
NCT03704922,fail
NCT03704948,success
NCT03705169,fail
NCT03705286,success
NCT03706040,fail
NCT03706209,fail
NCT03706365,fail
NCT03706469,unknown
NCT03706690,success
NCT03707145,unknown
NCT03707821,unknown
NCT03707912,success
NCT03708211,unknown
NCT03709277,success
NCT03709810,success
NCT03709823,success
NCT03710486,success
NCT03710564,fail
NCT03710642,fail
NCT03710889,success
NCT03711162,fail
NCT03711266,success
NCT03711370,success
NCT03711786,success
NCT03712124,success
NCT03712137,success
NCT03712410,success
NCT03712449,success
NCT03712852,unknown
NCT03712891,fail
NCT03713281,unknown
NCT03713320,fail
NCT03713593,success
NCT03713619,success
NCT03713632,success
NCT03714022,unknown
NCT03714672,success
NCT03714776,success
NCT03714828,success
NCT03715153,fail
NCT03715465,fail
NCT03715764,success
NCT03715829,success
NCT03716024,unknown
NCT03716076,unknown
NCT03716869,success
NCT03718299,success
NCT03718429,success
NCT03718871,success
NCT03719170,unknown
NCT03719612,fail
NCT03720119,success
NCT03720470,success
NCT03720652,fail
NCT03720847,success
NCT03720938,success
NCT03720990,success
NCT03721107,fail
NCT03721172,success
NCT03721952,fail
NCT03721978,fail
NCT03722017,success
NCT03722173,unknown
NCT03722446,success
NCT03722485,fail
NCT03722849,success
NCT03723980,fail
NCT03724877,unknown
NCT03724981,success
NCT03725033,success
NCT03725202,success
NCT03725722,success
NCT03725852,fail
NCT03726437,success
NCT03726489,success
NCT03726658,fail
NCT03726671,success
NCT03726879,fail
NCT03727230,success
NCT03727347,success
NCT03727438,success
NCT03727854,fail
NCT03728257,fail
NCT03728309,success
NCT03728985,fail
NCT03729362,success
NCT03730480,unknown
NCT03730662,success
NCT03730961,success
NCT03731325,success
NCT03731364,fail
NCT03732209,success
NCT03732638,success
NCT03732807,success
NCT03732820,success
NCT03733132,fail
NCT03733301,success
NCT03733314,unknown
NCT03733444,fail
NCT03733470,success
NCT03733483,fail
NCT03733899,unknown
NCT03734016,success
NCT03734029,success
NCT03734237,fail
NCT03735121,unknown
NCT03735979,success
NCT03736031,fail
NCT03736213,fail
NCT03736447,success
NCT03736629,fail
NCT03736720,unknown
NCT03736785,success
NCT03737032,fail
NCT03737110,success
NCT03738215,success
NCT03738397,success
NCT03738475,success
NCT03738618,success
NCT03738852,fail
NCT03739112,unknown
NCT03739203,fail
NCT03739242,success
NCT03739437,fail
NCT03739762,success
NCT03739840,fail
NCT03739866,success
NCT03740009,success
NCT03740100,unknown
NCT03740737,success
NCT03740919,fail
NCT03740997,success
NCT03741400,fail
NCT03742037,success
NCT03742271,unknown
NCT03743051,success
NCT03743064,success
NCT03743194,fail
NCT03743402,fail
NCT03743415,fail
NCT03743571,fail
NCT03743636,fail
NCT03745638,success
NCT03745651,success
NCT03745794,fail
NCT03745820,fail
NCT03746405,success
NCT03746522,success
NCT03747302,success
NCT03747497,unknown
NCT03747939,success
NCT03748420,success
NCT03748641,success
NCT03748823,success
NCT03748992,unknown
NCT03749109,fail
NCT03750006,success
NCT03750552,fail
NCT03750695,success
NCT03750903,success
NCT03751020,success
NCT03751124,success
NCT03751280,fail
NCT03751657,fail
NCT03752151,success
NCT03755661,success
NCT03755934,success
NCT03756129,success
NCT03756285,success
NCT03756571,fail
NCT03756883,unknown
NCT03757234,unknown
NCT03757715,fail
NCT03758274,fail
NCT03758443,fail
NCT03758755,success
NCT03759223,success
NCT03759366,success
NCT03759379,success
NCT03759392,fail
NCT03759639,success
NCT03759665,success
NCT03760146,unknown
NCT03760640,fail
NCT03760796,success
NCT03761147,success
NCT03761537,success
NCT03762135,success
NCT03762200,unknown
NCT03762265,fail
NCT03762668,unknown
NCT03762850,success
NCT03762993,success
NCT03763058,success
NCT03763877,success
NCT03764059,success
NCT03764072,fail
NCT03764813,success
NCT03765502,success
NCT03765788,unknown
NCT03766581,unknown
NCT03766906,success
NCT03767881,unknown
NCT03767894,success
NCT03768414,fail
NCT03768427,success
NCT03769025,fail
NCT03769090,success
NCT03769116,success
NCT03770091,fail
NCT03770273,fail
NCT03771560,fail
NCT03771664,fail
NCT03771898,fail
NCT03772327,fail
NCT03772522,success
NCT03773484,fail
NCT03773562,success
NCT03773757,fail
NCT03773978,success
NCT03774407,success
NCT03774875,success
NCT03775109,fail
NCT03775200,success
NCT03775213,unknown
NCT03775486,fail
NCT03775915,success
NCT03776175,success
NCT03776747,success
NCT03777059,success
NCT03777176,fail
NCT03777436,success
NCT03777657,success
NCT03777709,success
NCT03777917,success
NCT03778021,success
NCT03779048,success
NCT03779204,fail
NCT03779334,success
NCT03779841,fail
NCT03779997,fail
NCT03780400,fail
NCT03780959,success
NCT03781414,unknown
NCT03781479,success
NCT03782103,unknown
NCT03782259,success
NCT03782376,fail
NCT03782571,unknown
NCT03782792,success
NCT03782974,success
NCT03782987,unknown
NCT03783039,success
NCT03783195,success
NCT03783442,success
NCT03783546,success
NCT03783962,success
NCT03784027,success
NCT03784820,fail
NCT03785340,fail
NCT03785548,fail
NCT03785756,success
NCT03785782,success
NCT03785964,success
NCT03786094,fail
NCT03786471,fail
NCT03786718,success
NCT03786744,success
NCT03786952,fail
NCT03787134,success
NCT03787472,unknown
NCT03788616,fail
NCT03788967,unknown
NCT03789214,success
NCT03789318,fail
NCT03789396,success
NCT03789474,success
NCT03789656,fail
NCT03790137,success
NCT03790865,success
NCT03790878,success
NCT03792191,fail
NCT03792672,success
NCT03793010,unknown
NCT03793556,fail
NCT03793842,success
NCT03794089,success
NCT03794908,fail
NCT03796182,unknown
NCT03796442,success
NCT03796676,success
NCT03798093,fail
NCT03798366,success
NCT03798691,fail
NCT03799198,success
NCT03800030,success
NCT03801044,success
NCT03801148,unknown
NCT03801174,fail
NCT03801265,fail
NCT03801382,success
NCT03801525,fail
NCT03802331,unknown
NCT03802396,success
NCT03802630,success
NCT03802864,fail
NCT03802994,success
NCT03803059,success
NCT03803085,success
NCT03804268,success
NCT03804671,unknown
NCT03804983,fail
NCT03805971,success
NCT03806127,unknown
NCT03806790,fail
NCT03806933,success
NCT03807440,success
NCT03807700,fail
NCT03807739,unknown
NCT03808298,unknown
NCT03808493,unknown
NCT03808688,unknown
NCT03809000,fail
NCT03809182,success
NCT03809429,success
NCT03809611,fail
NCT03809663,fail
NCT03809910,success
NCT03810014,success
NCT03810313,fail
NCT03810534,fail
NCT03811093,success
NCT03811366,success
NCT03811535,unknown
NCT03811574,success
NCT03812029,success
NCT03812224,success
NCT03812588,fail
NCT03812614,fail
NCT03813238,fail
NCT03814499,success
NCT03814746,fail
NCT03814889,success
NCT03815175,success
NCT03815292,success
NCT03815916,fail
NCT03816397,success
NCT03816644,unknown
NCT03817190,fail
NCT03817463,success
NCT03817775,success
NCT03818035,success
NCT03818256,fail
NCT03818581,fail
NCT03818607,unknown
NCT03818815,fail
NCT03819114,unknown
NCT03819153,success
NCT03819478,fail
NCT03819660,unknown
NCT03820323,fail
NCT03820986,success
NCT03821402,success
NCT03821844,success
NCT03822533,fail
NCT03822832,fail
NCT03823287,unknown
NCT03823300,unknown
NCT03823391,success
NCT03823404,success
NCT03824158,success
NCT03824236,success
NCT03824535,success
NCT03824587,success
NCT03824639,unknown
NCT03825042,success
NCT03825380,fail
NCT03825588,fail
NCT03826914,success
NCT03827018,success
NCT03827655,fail
NCT03828214,fail
NCT03828370,success
NCT03828539,success
NCT03828617,unknown
NCT03828734,success
NCT03828747,success
NCT03829228,success
NCT03829241,fail
NCT03829319,fail
NCT03829332,success
NCT03829475,fail
NCT03829514,success
NCT03829657,fail
NCT03830177,success
NCT03830281,fail
NCT03830333,unknown
NCT03830866,fail
NCT03831048,success
NCT03831100,fail
NCT03831191,fail
NCT03831854,fail
NCT03831880,success
NCT03832114,success
NCT03832595,fail
NCT03832738,success
NCT03834168,success
NCT03834493,fail
NCT03834506,success
NCT03834519,fail
NCT03834870,unknown
NCT03835754,unknown
NCT03836001,fail
NCT03836209,fail
NCT03836287,success
NCT03836677,success
NCT03836807,success
NCT03837743,success
NCT03837938,unknown
NCT03838731,success
NCT03838978,unknown
NCT03839394,success
NCT03839823,success
NCT03839940,fail
NCT03840135,success
NCT03840148,success
NCT03840525,unknown
NCT03840811,fail
NCT03841331,success
NCT03841448,fail
NCT03841526,success
NCT03841604,fail
NCT03842137,success
NCT03843151,unknown
NCT03843372,success
NCT03843541,success
NCT03844269,success
NCT03844321,fail
NCT03844945,success
NCT03845075,fail
NCT03845517,fail
NCT03845894,fail
NCT03845985,fail
NCT03846219,success
NCT03846427,success
NCT03846453,fail
NCT03847896,success
NCT03847909,success
NCT03848065,success
NCT03848221,fail
NCT03848403,success
NCT03848455,success
NCT03848715,fail
NCT03848728,success
NCT03849560,unknown
NCT03849690,fail
NCT03849937,success
NCT03850431,fail
NCT03850444,unknown
NCT03850483,fail
NCT03850678,success
NCT03851016,fail
NCT03851510,unknown
NCT03851705,fail
NCT03852264,unknown
NCT03852433,success
NCT03852459,fail
NCT03852472,fail
NCT03852524,fail
NCT03852628,fail
NCT03852719,success
NCT03852901,success
NCT03853213,fail
NCT03854370,success
NCT03854578,success
NCT03854734,unknown
NCT03855137,success
NCT03855189,success
NCT03855228,success
NCT03856047,success
NCT03856177,fail
NCT03856359,fail
NCT03856593,success
NCT03857230,success
NCT03857256,success
NCT03857542,success
NCT03857620,fail
NCT03857750,success
NCT03858634,success
NCT03858998,fail
NCT03859427,fail
NCT03859622,unknown
NCT03859739,unknown
NCT03859960,success
NCT03859973,fail
NCT03860077,fail
NCT03860259,success
NCT03860818,success
NCT03860935,success
NCT03860974,success
NCT03861052,success
NCT03861273,success
NCT03861390,fail
NCT03861429,fail
NCT03861481,unknown
NCT03861559,success
NCT03861767,unknown
NCT03861936,success
NCT03861988,fail
NCT03862482,success
NCT03863080,success
NCT03863353,success
NCT03863509,success
NCT03863574,fail
NCT03864042,unknown
NCT03864536,success
NCT03865407,fail
NCT03865446,unknown
NCT03865498,success
NCT03865940,fail
NCT03865953,fail
NCT03866434,unknown
NCT03867760,fail
NCT03868124,unknown
NCT03868254,success
NCT03868631,success
NCT03868891,fail
NCT03870737,success
NCT03871491,success
NCT03871543,unknown
NCT03871595,unknown
NCT03872128,success
NCT03872453,success
NCT03873116,success
NCT03874429,unknown
NCT03875092,unknown
NCT03875235,success
NCT03875482,success
NCT03875729,success
NCT03875768,fail
NCT03875911,success
NCT03877224,fail
NCT03877237,success
NCT03877432,success
NCT03877744,success
NCT03877926,unknown
NCT03878446,unknown
NCT03878875,success
NCT03879239,success
NCT03879538,fail
NCT03879642,unknown
NCT03879772,success
NCT03880266,fail
NCT03880474,fail
NCT03880578,success
NCT03880838,fail
NCT03881007,fail
NCT03881059,success
NCT03881371,success
NCT03881553,success
NCT03881696,success
NCT03881852,success
NCT03882021,unknown
NCT03882047,success
NCT03882801,unknown
NCT03882879,fail
NCT03882970,success
NCT03883113,fail
NCT03883477,success
NCT03883581,success
NCT03883724,fail
NCT03883828,success
NCT03884101,fail
NCT03884478,success
NCT03884790,unknown
NCT03885011,success
NCT03885661,fail
NCT03886220,success
NCT03886272,success
NCT03886519,fail
NCT03887052,success
NCT03887429,success
NCT03887650,fail
NCT03888066,success
NCT03888235,success
NCT03888391,fail
NCT03888469,unknown
NCT03888482,unknown
NCT03889197,fail
NCT03889418,fail
NCT03889639,success
NCT03890120,fail
NCT03890367,unknown
NCT03890588,fail
NCT03890666,unknown
NCT03891329,success
NCT03891667,unknown
NCT03892616,unknown
NCT03892707,success
NCT03892915,unknown
NCT03893448,success
NCT03894046,success
NCT03894813,success
NCT03894969,unknown
NCT03895203,success
NCT03895372,success
NCT03895632,success
NCT03896009,success
NCT03896477,unknown
NCT03896581,success
NCT03896789,fail
NCT03897049,fail
NCT03897088,success
NCT03897465,unknown
NCT03897686,success
NCT03898180,fail
NCT03898700,success
NCT03899259,success
NCT03899961,success
NCT03900624,fail
NCT03900650,success
NCT03901092,unknown
NCT03901105,success
NCT03901144,success
NCT03901326,success
NCT03901339,success
NCT03901352,success
NCT03902080,success
NCT03903172,fail
NCT03903822,success
NCT03904147,success
NCT03904576,unknown
NCT03904693,success
NCT03905096,unknown
NCT03905330,success
NCT03905512,fail
NCT03905655,fail
NCT03905694,unknown
NCT03906071,fail
NCT03906656,success
NCT03907033,success
NCT03907280,unknown
NCT03907410,unknown
NCT03907579,success
NCT03907683,success
NCT03909165,success
NCT03909971,success
NCT03910478,fail
NCT03911154,fail
NCT03911843,success
NCT03912220,fail
NCT03912259,success
NCT03913377,unknown
NCT03914950,fail
NCT03915067,success
NCT03915548,fail
NCT03915652,success
NCT03916081,fail
NCT03916185,success
NCT03916276,success
NCT03917420,unknown
NCT03917459,fail
NCT03917472,success
NCT03918239,unknown
NCT03918447,fail
NCT03918629,unknown
NCT03918642,success
NCT03919448,fail
NCT03919695,success
NCT03919773,fail
NCT03919799,fail
NCT03920293,success
NCT03920865,unknown
NCT03921541,success
NCT03921554,success
NCT03921723,unknown
NCT03922750,success
NCT03922945,success
NCT03923491,success
NCT03923530,fail
NCT03923699,fail
NCT03923933,success
NCT03923959,fail
NCT03924323,success
NCT03924505,success
NCT03924752,fail
NCT03924765,success
NCT03924947,unknown
NCT03924986,unknown
NCT03925727,success
NCT03926026,success
NCT03926039,success
NCT03926065,success
NCT03926117,success
NCT03926130,success
NCT03926169,fail
NCT03926195,unknown
NCT03926247,success
NCT03926611,success
NCT03926728,success
NCT03927144,success
NCT03927404,success
NCT03927690,fail
NCT03928028,success
NCT03928327,unknown
NCT03928418,success
NCT03928704,success
NCT03928717,success
NCT03928743,success
NCT03928847,success
NCT03929302,success
NCT03929367,unknown
NCT03930238,unknown
NCT03930264,fail
NCT03930615,success
NCT03930732,success
NCT03930849,fail
NCT03931174,success
NCT03931746,success
NCT03931785,fail
NCT03932682,unknown
NCT03932760,fail
NCT03932799,success
NCT03932812,fail
NCT03933397,fail
NCT03933449,success
NCT03933462,success
NCT03933774,success
NCT03934203,unknown
NCT03934216,fail
NCT03935399,fail
NCT03935425,fail
NCT03935932,fail
NCT03937479,success
NCT03937908,success
NCT03938103,fail
NCT03938454,fail
NCT03938545,fail
NCT03938857,fail
NCT03940742,unknown
NCT03940963,success
NCT03941093,fail
NCT03941483,fail
NCT03941834,unknown
NCT03943446,fail
NCT03943953,success
NCT03944707,fail
NCT03945019,success
NCT03945188,success
NCT03945292,success
NCT03946670,fail
NCT03947333,fail
NCT03948581,unknown
NCT03948646,success
NCT03949335,success
NCT03949621,unknown
NCT03950167,success
NCT03950440,success
NCT03950622,success
NCT03950674,success
NCT03950791,fail
NCT03950856,success
NCT03951077,fail
NCT03951649,fail
NCT03951753,success
NCT03951805,success
NCT03952039,success
NCT03952130,unknown
NCT03952143,fail
NCT03952338,fail
NCT03952520,unknown
NCT03952546,fail
NCT03952559,success
NCT03952806,fail
NCT03953508,success
NCT03953612,success
NCT03954041,fail
NCT03954158,success
NCT03954223,fail
NCT03954392,success
NCT03954444,success
NCT03954834,success
NCT03955146,fail
NCT03955250,success
NCT03956225,unknown
NCT03956355,success
NCT03956550,fail
NCT03956862,fail
NCT03958071,success
NCT03958149,success
NCT03958331,success
NCT03958955,fail
NCT03959241,success
NCT03959527,unknown
NCT03959592,fail
NCT03959696,success
NCT03960645,unknown
NCT03960866,fail
NCT03961295,unknown
NCT03961308,unknown
NCT03962439,fail
NCT03962738,success
NCT03962790,unknown
NCT03963232,success
NCT03963401,success
NCT03964207,success
NCT03964220,success
NCT03964350,success
NCT03964974,success
NCT03965052,fail
NCT03965091,fail
NCT03965754,success
NCT03965962,unknown
NCT03966365,fail
NCT03966911,success
NCT03968159,fail
NCT03968978,unknown
NCT03969563,fail
NCT03969641,success
NCT03969719,success
NCT03970330,fail
NCT03970395,success
NCT03970824,unknown
NCT03970837,success
NCT03971071,success
NCT03971422,success
NCT03971474,success
NCT03972488,success
NCT03972709,fail
NCT03972969,success
NCT03973905,unknown
NCT03973931,success
NCT03974100,unknown
NCT03974178,success
NCT03975647,success
NCT03975790,success
NCT03976323,fail
NCT03976362,success
NCT03976375,fail
NCT03976466,success
NCT03977155,fail
NCT03977454,fail
NCT03977584,fail
NCT03977727,success
NCT03978520,success
NCT03979040,success
NCT03979274,unknown
NCT03979313,success
NCT03979638,fail
NCT03979677,success
NCT03979807,unknown
NCT03979820,unknown
NCT03980145,success
NCT03980184,success
NCT03980483,success
NCT03980522,unknown
NCT03980730,fail
NCT03980743,fail
NCT03980808,fail
NCT03981822,success
NCT03982069,success
NCT03982186,success
NCT03982199,success
NCT03982368,success
NCT03982511,fail
NCT03983317,success
NCT03983980,success
NCT03985293,success
NCT03985761,fail
NCT03985813,fail
NCT03985943,success
NCT03987022,fail
NCT03987451,fail
NCT03987854,success
NCT03987919,success
NCT03988023,fail
NCT03988335,fail
NCT03988400,success
NCT03988621,success
NCT03988634,success
NCT03988803,unknown
NCT03988907,unknown
NCT03988920,fail
NCT03989232,success
NCT03989349,success
NCT03989427,success
NCT03990363,success
NCT03990389,success
NCT03990766,unknown
NCT03990870,fail
NCT03990883,success
NCT03991468,unknown
NCT03992261,success
NCT03992456,fail
NCT03992482,fail
NCT03992781,success
NCT03992846,success
NCT03992872,fail
NCT03993132,unknown
NCT03993288,success
NCT03993314,fail
NCT03993938,fail
NCT03994081,fail
NCT03994211,unknown
NCT03994653,success
NCT03994731,success
NCT03995316,success
NCT03995355,unknown
NCT03995979,success
NCT03996369,success
NCT03996395,unknown
NCT03996876,fail
NCT03997383,success
NCT03997825,success
NCT03998046,fail
NCT03998436,success
NCT03998618,success
NCT03998670,unknown
NCT04000581,fail
NCT04000724,fail
NCT04000815,success
NCT04001517,success
NCT04001829,fail
NCT04003142,success
NCT04003155,success
NCT04003636,success
NCT04003974,fail
NCT04004208,unknown
NCT04004221,success
NCT04005352,success
NCT04005586,unknown
NCT04005716,success
NCT04005794,success
NCT04006145,success
NCT04006171,success
NCT04006509,fail
NCT04006925,success
NCT04007107,success
NCT04007406,success
NCT04007523,fail
NCT04007991,success
NCT04009096,fail
NCT04009213,success
NCT04009291,fail
NCT04010227,fail
NCT04010370,success
NCT04010461,fail
NCT04010539,fail
NCT04011033,success
NCT04011241,unknown
NCT04011436,success
NCT04011475,success
NCT04011644,success
NCT04012970,success
NCT04013191,unknown
NCT04013529,fail
NCT04013789,unknown
NCT04014959,success
NCT04015440,success
NCT04015518,fail
NCT04016077,unknown
NCT04016714,success
NCT04016779,success
NCT04017754,success
NCT04017832,success
NCT04018001,success
NCT04018313,unknown
NCT04018612,success
NCT04019054,success
NCT04019093,success
NCT04019704,success
NCT04020185,unknown
NCT04020341,fail
NCT04020887,unknown
NCT04021290,unknown
NCT04022889,unknown
NCT04023045,unknown
NCT04024059,fail
NCT04024072,unknown
NCT04024228,unknown
NCT04024462,unknown
NCT04024501,unknown
NCT04024891,success
NCT04025632,fail
NCT04025684,success
NCT04025710,success
NCT04025879,success
NCT04026113,success
NCT04026165,fail
NCT04026555,success
NCT04027075,success
NCT04027218,success
NCT04027439,success
NCT04028284,success
NCT04028388,fail
NCT04029961,success
NCT04030104,success
NCT04030247,success
NCT04030598,success
NCT04031846,success
NCT04032613,success
NCT04033068,fail
NCT04033146,success
NCT04033367,success
NCT04033445,success
NCT04033991,success
NCT04034004,success
NCT04034355,success
NCT04035161,unknown
NCT04035486,success
NCT04035564,fail
NCT04035668,success
NCT04035694,fail
NCT04036136,fail
NCT04036708,success
NCT04036799,unknown
NCT04036968,success
NCT04037748,unknown
NCT04037891,unknown
NCT04038385,success
NCT04038567,unknown
NCT04038957,success
NCT04039113,fail
NCT04039503,success
NCT04040192,success
NCT04040933,success
NCT04041284,success
NCT04041375,success
NCT04041869,success
NCT04043286,success
NCT04043455,fail
NCT04044352,fail
NCT04044664,success
NCT04044716,success
NCT04046939,success
NCT04047121,success
NCT04047342,fail
NCT04047472,success
NCT04047602,fail
NCT04048382,fail
NCT04049266,fail
NCT04050202,success
NCT04050384,success
NCT04050553,fail
NCT04050670,unknown
NCT04050722,success
NCT04051320,success
NCT04051827,unknown
NCT04052425,success
NCT04052516,fail
NCT04052620,fail
NCT04052698,success
NCT04053764,unknown
NCT04055740,fail
NCT04057573,success
NCT04057807,fail
NCT04057820,success
NCT04057937,success
NCT04058067,success
NCT04058158,unknown
NCT04058990,success
NCT04059042,success
NCT04059094,fail
NCT04059237,success
NCT04059484,fail
NCT04060680,success
NCT04060719,unknown
NCT04063787,success
NCT04064242,fail
NCT04064294,fail
NCT04064411,unknown
NCT04065048,success
NCT04065074,unknown
NCT04066647,fail
NCT04066829,unknown
NCT04067011,unknown
NCT04067401,success
NCT04067492,fail
NCT04068610,fail
NCT04068688,success
NCT04068792,unknown
NCT04069156,success
NCT04069585,success
NCT04070287,success
NCT04070573,fail
NCT04071158,unknown
NCT04071366,success
NCT04072380,success
NCT04072887,fail
NCT04073186,unknown
NCT04074109,unknown
NCT04074161,success
NCT04074317,success
NCT04074590,success
NCT04074928,unknown
NCT04075292,success
NCT04075409,unknown
NCT04075513,success
NCT04075682,success
NCT04075994,fail
NCT04076020,success
NCT04076059,success
NCT04077996,success
NCT04078035,fail
NCT04078126,fail
NCT04079634,success
NCT04079803,success
NCT04079933,fail
NCT04080752,fail
NCT04081337,fail
NCT04081610,success
NCT04083222,success
NCT04083235,success
NCT04084028,fail
NCT04084483,fail
NCT04084574,fail
NCT04085328,unknown
NCT04085523,success
NCT04085601,success
NCT04086407,success
NCT04086472,fail
NCT04086576,success
NCT04087395,success
NCT04088097,success
NCT04088136,success
NCT04088630,success
NCT04089059,success
NCT04089332,success
NCT04090125,fail
NCT04090164,success
NCT04090190,fail
NCT04090203,success
NCT04090242,fail
NCT04091061,unknown
NCT04091087,success
NCT04091360,success
NCT04091451,unknown
NCT04091581,success
NCT04091646,success
NCT04091659,fail
NCT04091672,success
NCT04092452,success
NCT04092582,fail
NCT04093258,unknown
NCT04093752,unknown
NCT04093869,fail
NCT04095039,fail
NCT04095286,unknown
NCT04096274,success
NCT04096326,success
NCT04096560,success
NCT04098367,unknown
NCT04098406,fail
NCT04098497,fail
NCT04098575,success
NCT04098939,success
NCT04099251,success
NCT04099524,success
